type,price,location,date,time,weather,rain
bicycle,-1,argo hall,02/14/2023,11:20,49.2,0.0
scooter,530,gilman dr,02/14/2023,03:10,50.3,0.0
scooter,1200,gilman dr,02/15/2023,02:25,46.9,0.0
scooter,400,3811 miramar st,02/15/2023,07:35,51.8,0.0
scooter,1200,uc health,02/14/2023,22:15,50.3,0.0
scooter,1200,9155 mandell weiss,02/07/2023,19:35,57.1,0.0
scooter,1200,voigt dr / scripps memorial hospital,02/11/2023,16:48,53.0,0.1
scooter,1200,9505 s scholars dr,01/29/2023,18:58,52.7,0.0
scooter,1200,6 scholars dr n,02/14/2023,20:50,47.2,0.0
scooter,1200,10116 scholars dr n,02/11/2023,00:26,57.1,0.4
scooter,500,n scholars dr,02/09/2023,17:30,45.6,0.0
scooter,400,miramar st,01/07/2023,05:43,45.1,0.0
scooter,2000,health sciences dr,02/12/2023,07:07,47.7,0.0
scooter,600,visual arts facility,02/17/2023,11:30,60.4,0.0
scooter,500,pepper canyon hall,02/17/2023,11:55,53.8,0.0
bicycle,300,trolley - central campus station,02/17/2023,12:37,48.0,0.0
scooter,500,pepper canyon hall,02/17/2023,14:54,48.8,0.0
scooter,600,leichtag biomedical research,02/17/2023,12:30,56.6,0.1
scooter,600,central campus trolley,02/18/2023,13:00,42.3,0.0
scooter,2000,lyman ln,01/03/2023,16:56,54.1,0.0
scooter,1500,trolley - la jolla health,02/20/2023,20:46,54.6,0.0
scooter,400,the trove - price center ,02/20/2023,22:53,63.0,0.0
scooter,400,center for novel therapeutics,01/05/2023,16:04,54.7,0.0
scooter,1200,lot p508,01/08/2023,07:28,52.2,0.0
bicycle,400,equality ln,01/02/2023,09:47,52.2,0.0
bicycle,400,equality ln,12/31/2023,21:29,47.0,0.0
scooter,600,stewart hall,02/21/2023,21:15,48.7,0.0
bicycle,400,mesa nueva,12/31/2022,15:29,47.0,0.0
scooter,1200,scholars ln,01/13/2023,01:42,57.7,0.0
scooter,400,gilman parking structure,01/03/2023,08:02,56.7,0.0
scooter,1200,matthews ln,01/10/2023,15:33,53.1,0.0
scooter,1200,mandell weiss ln,01/19/2023,01:30,50.4,0.0
scooter,1200,eucalyptus grove ln,01/12/2023,09:47,64.1,0.0
bicycle,1500,eco flat  bldg 4,08/23/2022,17:45,67.4,0.0
scooter,529,galathea hall,02/23/2023,00:30,46.0,0.2
bicycle,1800,north point ln,02/08/2023,09:46,57.6,0.0
scooter,1200,9101 gilman dr,02/12/2023,22:50,47.4,0.0
scooter,1200,1 miramar st,02/19/2023,08:51,53.4,0.0
bicycle,1500,487 grand theft,02/16/2023,17:40,43.3,0.0
scooter,1200,4715 voigt dr,02/11/2023,10:53,52.1,0.0
bicycle,180,ucsd main gym,02/22/2023,13:09,47.5,1.3
bicycle,369,price center ,02/24/2023,00:35,49.2,0.0
bicycle,448,one miramar bldg 4,02/25/2023,09:00,50.4,0.0
scooter,700,yogurt world,02/25/2023,19:10,42.7,0.2
bicycle,2,structural and material engineering,02/26/2023,09:00,51.3,0.0
scooter,450,sixth market,02/28/2023,05:30,55.4,0.2
scooter,400,pepper canyon hall,02/28/2023,07:15,54.7,0.0
scooter,526,innovation lane,07/02/2023,00:30,64.2,0.0
bicycle,150,miramar street,07/01/2023,20:47,71.8,0.0
scooter,700,the trove - price center ,07/03/2023,16:29,67.6,0.0
bicycle,150,tapestry north side,07/01/2023,12:30,67.2,0.0
scooter,1000,innovation lane,07/06/2023,17:52,67.6,0.0
bicycle,-1,scholars drive,07/07/2023,06:08,68.5,0.0
bicycle,870,innovation lane,07/07/2023,09:20,79.7,0.0
bicycle,100,gilman dr,07/08/2023,14:00,68.9,0.0
bicycle,300,regents rd,06/25/2023,16:30,73.3,0.0
bicycle,1500,trolley - central campus station,07/11/2023,12:15,80.6,0.0
scooter,500,hopkins dr,07/13/2023,09:30,81.7,0.0
scooter,518,main gym,07/15/2023,13:30,76.7,0.0
scooter,849,gilman drive,07/17/2023,14:12,70.9,0.0
bicycle,250,nuevo ,07/17/2023,13:15,55.1,0.1
scooter,515,york hall,07/18/2023,14:52,40.8,0.0
bicycle,100,gilman drive,07/18/2023,16:30,55.1,0.1
bicycle,-1,center for neural circuits & behavior,07/19/2023,18:33,40.8,0.0
bicycle,950,franklin antonio hall,07/19/2023,08:30,56.1,0.0
skateboard,150,south mesa,07/19/2023,21:42,55.1,0.0
bicycle,1000,innovation lane,07/21/2023,14:30,49.4,0.0
bicycle,600,miramar street,07/22/2023,14:50,42.1,0.0
bicycle,593,la jolla del sol apartments,07/23/2023,06:00,65.9,0.0
bicycle,3750,muir college drive,07/23/2023,12:30,68.6,0.0
bicycle,600,tamarack apartments,07/22/2023,00:50,69.5,0.0
scooter,990,york hall,07/24/2023,16:30,67.2,0.0
bicycle,380,library walk,07/26/2023,16:05,66.7,0.0
bicycle,-1,redwood drive,07/27/2023,03:00,66.8,0.0
bicycle,450,regents rd,07/27/2023,11:02,77.0,0.0
bicycle,250,marshall uppers,07/19/2023,01:55,65.3,0.0
scooter,800,pepper canyon lodge,07/27/2023,04:00,67.0,0.0
bicycle,200,lebron drive,07/26/2023,07:25,66.6,0.0
bicycle,200,cmme,07/29/2023,03:40,63.9,0.0
bicycle,400,geisel library,07/31/2023,16:45,62.3,0.0
scooter,2000,lot p702,12/29/2022,17:20,65.0,0.0
scooter,1200,lot p702,02/14/2023,23:33,60.1,0.0
scooter,2000,conrad prebys music center,12/29/2022,17:20,70.7,0.0
scooter,1200,lot 702,02/14/2023,23:33,67.5,0.0
bicycle,50,gilman drive,04/03/2023,07:55,61.4,0.0
scooter,600,gilman drive/la jolla,04/03/2023,09:44,59.7,0.0
scooter,450,yogurt world,04/03/2023,19:37,69.0,0.0
scooter,1200,lot p702,02/14/2023,18:47,75.0,0.0
scooter,800,justice lane,04/02/2023,11:52,55.9,0.0
scooter,1200,voigt drive,03/09/2023,04:45,59.5,0.0
scooter,1200,voigt drive,03/16/2023,11:55,52.0,0.0
scooter,1200,voigt drive,03/09/2023,03:02,58.4,0.0
scooter,1200,gilman drive,01/10/2023,19:05,46.6,0.0
scooter,800,lot p702,03/23/2023,12:06,51.7,0.0
scooter,1200,gilman drive,01/17/2023,19:59,44.7,0.0
scooter,800,voigt drive,03/20/2023,12:45,54.0,0.0
scooter,800,san diego 92161,01/20/2023,00:22,48.7,0.0
scooter,800,peterson hall,04/03/2023,20:53,47.9,0.0
scooter,800,voigt drive,03/20/2023,10:28,44.2,0.0
scooter,1200,osler lane,01/14/2023,23:11,48.7,0.0
scooter,1200,gilman drive,01/26/2023,16:31,52.1,0.0
scooter,1800,meyers drive,01/19/2023,20:05,43.6,0.0
scooter,1200,gilman drive,01/22/2023,04:05,63.7,0.0
scooter,1800,gilman drive,01/24/2023,14:17,54.5,0.0
scooter,1200,engineering building unit 2,03/17/2023,16:23,53.8,0.0
scooter,1200,meyers drive,01/22/2023,04:28,55.8,0.0
scooter,1200,gilman drive,01/22/2023,03:05,53.8,0.0
scooter,800,gilman drive,03/26/2023,20:15,59.8,0.0
scooter,420,russell lane,04/05/2023,19:49,54.6,0.4
scooter,1800,gilman drive,02/27/2023,20:33,53.2,0.0
scooter,1200,la jolla village drive,01/19/2023,10:48,45.9,0.0
scooter,390,conrad prebys music center,04/05/2023,20:22,49.6,0.0
bicycle,646,rimac,04/06/2023,05:50,57.2,0.0
bicycle,400,bernice drive,04/09/2023,12:00,46.8,0.0
scooter,600,center hall,04/10/2023,17:20,49.2,0.0
bicycle,416,black hall - ,04/10/2023,12:07,57.2,0.0
scooter,600,center hall,04/10/2023,19:25,56.8,0.0
scooter,600,pepper canyon hall,04/11/2023,08:55,42.5,0.0
scooter,500,center hall,04/11/2023,16:20,53.4,0.0
scooter,600,cuzco house ,04/11/2023,03:15,59.3,0.0
scooter,350,ledden auditorium,04/12/2023,14:30,54.2,0.1
scooter,399,center hall,04/12/2023,16:25,54.3,0.2
bicycle,200,center lecture hall,04/11/2023,20:00,53.2,0.0
scooter,650,solis hall,04/13/2023,13:07,51.4,0.0
bicycle,100,ucsd central campus trolley,04/13/2023,05:00,56.0,0.1
scooter,1000,9500 gilman dr,04/14/2023,04:40,57.7,0.2
scooter,530,pangea parking structure,04/12/2023,02:30,57.8,0.0
bicycle,-1,hopkins dr,04/16/2023,07:50,58.7,0.0
bicycle,1000,seventh college ,04/16/2023,14:30,60.8,0.0
scooter,600,pangea parking,04/15/2023,15:30,55.5,0.0
scooter,750,warren lecture hall,04/15/2023,01:25,56.9,0.0
scooter,400,pepper canyon,04/18/2023,19:10,55.1,0.0
scooter,400,ucsd police department,04/19/2023,15:04,56.7,0.0
bicycle,-1,solis hall,04/19/2023,22:53,54.0,0.4
scooter,300,gilman dr,04/19/2023,20:42,47.8,0.0
scooter,800,bistro at the strand,04/20/2023,10:00,63.0,0.0
bicycle,200,rita atkinson residences,04/16/2023,00:57,44.9,0.0
scooter,900,pepper canyon apartments,04/19/2023,22:30,56.6,0.0
scooter,400,pepper canyon apartments,04/20/2023,00:30,53.7,0.0
skateboard,-1,rimac,04/20/2023,16:47,51.4,0.0
scooter,320,voigt dr,04/20/2023,21:22,55.8,0.0
bicycle,1300,geisel library,04/20/2023,21:30,50.9,0.0
bicycle,-1,seventh college ,04/21/2023,18:17,51.5,0.0
scooter,500,pepper canyon hall,04/22/2023,15:00,48.7,0.0
bicycle,-1,franklin antonio hall,04/22/2023,16:10,48.0,0.0
scooter,550,trolley - central campus station,04/22/2023,14:01,63.3,0.0
bicycle,100,via allicante,04/24/2023,12:21,54.4,0.0
bicycle,340,gilman drive,04/24/2023,14:22,48.7,0.0
scooter,800,center hall,04/25/2023,09:14,73.5,0.0
bicycle,800,canyon view pool,04/23/2023,15:37,56.0,0.0
scooter,600,gilman drive,04/26/2023,17:25,52.3,0.0
scooter,800,york hall,04/28/2023,16:30,77.0,0.0
scooter,700,trolley - central campus station,04/29/2023,20:20,56.6,0.2
bicycle,250,ucsd campus central station,01/05/2023,09:35,48.8,0.0
bicycle,300,la jolla del sol apartments,01/07/2023,18:55,60.9,0.0
bicycle,500,gilman dr,01/08/2023,04:25,49.6,0.0
bicycle,600,middle earth hall,12/23/2022,20:00,60.9,0.0
bicycle,785,miramar st,01/09/2023,09:10,50.1,0.0
bicycle,750,gilman dr,12/25/2022,04:10,55.8,0.0
bicycle,500,gilman dr,12/23/2022,01:00,57.8,0.0
bicycle,760,scholars dr north,12/25/2022,19:30,51.2,0.0
bicycle,309,asia hall,06/28/2022,08:30,51.2,0.0
bicycle,1399,sixth college,01/09/2023,23:00,54.9,0.0
scooter,-1,rimac,01/10/2023,20:26,57.2,0.0
scooter,800,library walk,01/12/2023,10:10,56.7,0.0
scooter,450,center hall,01/12/2023,14:12,58.6,0.0
scooter,800,center hall,01/12/2023,10:10,58.0,0.0
scooter,500,blacks beach gate,01/13/2023,22:15,56.2,0.0
scooter,400,trolley - central campus station,01/15/2023,14:45,48.7,0.0
scooter,800,canyon vista,01/15/2023,12:15,46.8,0.0
bicycle,40,main gymnasium,01/17/2023,10:00,47.6,0.0
bicycle,650,price center,01/18/2023,18:01,53.9,0.0
bicycle,400,price center,01/20/2023,13:15,54.5,0.0
scooter,800,ebu 2,01/23/2023,14:02,58.5,0.0
bicycle,399,tenaya hall - ,01/22/2023,01:52,56.3,0.0
scooter,799,geisel library,01/23/2023,23:00,48.3,0.2
scooter,1800,3991 health sciences dr,01/01/2023,05:28,51.1,0.0
bicycle,1500,elenore roosevelt college administration,01/25/2023,03:22,54.0,0.7
scooter,550,canyon view aquatic & climbing facility,01/25/2023,14:07,53.4,1.8
scooter,500,franklin antonio hall,01/26/2023,17:33,53.3,1.7
bicycle,1050,trolley - la jolla health station,01/27/2023,21:46,52.7,0.0
bicycle,200,erc,01/24/2023,01:30,40.6,0.0
scooter,308,trolley - central campus station,01/28/2023,09:30,48.2,0.0
bicycle,200,catalyst,01/25/2023,02:00,45.4,0.0
bicycle,400,seventh college,01/31/2023,03:00,52.3,0.0
scooter,600,rimac,01/30/2023,20:15,41.3,0.0
scooter,400,urey hall,01/31/2023,10:00,55.9,0.3
bicycle,1700,n scholars dr,01/29/2023,04:00,61.0,0.0
scooter,700,center hall,03/01/2023,12:25,48.5,0.0
scooter,1800,lot 702,01/18/2023,09:58,52.4,0.0
scooter,1800,lot 101,01/15/2023,16:27,54.7,1.8
scooter,1800,lot 003,01/13/2023,03:37,64.0,0.0
scooter,400,otterson hall,03/02/2023,10:30,49.9,0.0
bicycle,560,64 degrees - ,03/02/2023,18:40,41.7,0.0
scooter,600,central campus trolley,03/03/2023,21:45,44.4,0.0
bicycle,-1,innovation ln,03/04/2023,07:02,54.2,0.0
scooter,300,price center south expansion,03/06/2023,04:40,57.3,0.0
scooter,350,black apartments,03/06/2023,03:00,57.5,0.0
bicycle,1800,gilman dr,01/13/2023,23:00,48.3,0.0
scooter,1200,russell ln,03/01/2023,20:58,41.0,0.0
scooter,1200,gilman dr,02/28/2023,21:01,51.4,0.3
scooter,1200,gilman dr,02/24/2023,08:37,55.1,0.4
scooter,1200,lot p702,02/19/2023,16:21,45.3,0.0
scooter,1200,voigt dr,02/22/2023,14:29,47.6,0.5
scooter,1200,gilman dr,02/26/2023,07:31,53.5,0.0
scooter,1200,scholars dr n,02/26/2023,10:32,47.8,0.0
scooter,1200,lyman ln,03/06/2023,14:47,50.4,0.0
scooter,800,gilman dr / front of yogurt world,03/07/2023,19:41,44.3,0.0
bicycle,300,gilman dr,02/24/2023,13:00,54.1,0.0
scooter,320,center hall,03/11/2023,22:59,55.8,0.0
scooter,850,innovation lane,03/12/2023,17:52,55.3,0.0
scooter,1200,russel ln,01/25/2023,06:49,61.3,0.0
scooter,1200,biomedical sciences way,01/14/2023,06:23,55.8,4.6
scooter,1200,mandell weiss,01/13/2023,23:01,48.3,0.0
scooter,1200,innovation lane,03/06/2023,14:47,50.4,0.0
scooter,1200,scholars ln,01/13/2023,18:46,47.6,0.0
scooter,1200,eucalyptus grove ln,01/13/2023,22:29,50.1,0.0
scooter,1200,scholars ln,01/14/2023,01:57,54.4,0.0
scooter,300,warren lecture hall,03/17/2023,17:29,49.4,0.0
scooter,525,geisel library,03/18/2023,18:30,54.1,0.0
bicycle,80,peterson hall,03/18/2023,23:06,55.6,0.0
scooter,1200,scholars dr north,01/15/2023,06:44,56.9,0.0
scooter,600,otterson hall,03/20/2023,15:45,53.3,0.3
scooter,1200,meyers dr,03/18/2023,02:51,61.4,0.0
scooter,800,mandell weiss ln,03/19/2023,07:11,59.4,0.0
scooter,800,meyers dr,03/16/2023,20:07,47.6,0.0
scooter,800,voigt dr,03/21/2023,18:49,52.4,0.0
scooter,1200,rupertus ln,03/17/2023,14:53,50.0,0.0
scooter,1200,innovation ln,03/15/2023,11:48,46.0,0.0
scooter,1200,mandell weiss ln,03/08/2023,02:07,51.5,0.0
scooter,1200,lot p702,03/16/2023,11:55,49.6,0.1
scooter,1200,mandell weiss ln,03/09/2023,00:02,55.5,0.4
scooter,1200,muir ln,03/12/2023,14:24,56.9,0.1
scooter,1200,voigt dr,03/12/2023,12:12,51.5,0.0
scooter,1200,voigt dr,03/16/2023,00:43,55.3,0.0
scooter,1800,la jolla village dr,03/16/2023,08:22,61.9,0.0
scooter,1800,miramar st,03/20/2023,12:56,57.3,0.0
bicycle,1800,matthews ln,03/18/2023,11:05,53.2,0.0
bicycle,1800,health sciences drive,03/24/2023,22:19,53.6,0.0
bicycle,800,health sciences drive,03/23/2023,14:34,54.9,0.0
scooter,740,target pc-south,03/29/2023,20:25,52.0,0.0
bicycle,400,scholars lane,03/30/2023,09:44,51.6,0.0
scooter,850,warren lecture hall,05/01/2023,10:25,54.1,0.0
scooter,532,tec café,04/19/2023,15:00,54.0,0.0
bicycle,800,lot 703,05/02/2023,00:45,51.5,0.0
bicycle,300,seventh college ,04/21/2023,15:30,57.3,0.0
bicycle,250,elenore roosevelt res life,05/04/2023,12:20,54.0,0.0
scooter,550,trolley - central campus station,05/06/2023,18:00,61.8,0.0
bicycle,400,scholars dr south,05/07/2023,11:11,62.2,0.0
scooter,245,geisel library,05/07/2023,18:05,64.2,0.0
bicycle,2500,biomedical sciences - ,05/08/2023,09:30,57.9,0.0
bicycle,900,ucsd police department,05/09/2023,10:01,62.4,0.0
bicycle,300,ucsd police department,05/11/2023,10:58,67.4,0.0
bicycle,299,center hall,05/10/2023,14:15,58.6,0.0
scooter,600,rimac,05/12/2023,08:54,65.9,0.0
scooter,-1,trolley - central campus,05/12/2023,15:22,58.3,0.0
bicycle,250,jacobs hall,05/12/2023,19:53,60.0,0.0
bicycle,200,1 miramar st,05/14/2023,09:00,56.1,0.0
scooter,450,tioga hall,05/16/2023,02:30,59.0,0.0
scooter,1800,tapestry,05/16/2023,03:30,52.5,0.0
bicycle,300,met building,05/11/2023,22:40,62.0,0.0
scooter,630,russell ln,05/16/2023,10:10,60.4,0.0
scooter,300,ucsd central campus station,05/16/2023,06:15,60.2,0.0
scooter,670,ebu ii building,05/16/2023,14:12,56.4,0.0
bicycle,800,gilman drive,05/17/2023,04:00,65.0,0.0
bicycle,-1,engineering building,05/17/2023,12:38,57.2,0.0
scooter,600,gilman dr,05/18/2023,01:57,57.7,0.0
bicycle,500,structural and materials engineering building,05/17/2023,19:30,62.2,0.0
scooter,500,muir ln,05/17/2023,15:00,57.1,0.0
scooter,350,warren lecture hall,05/18/2023,17:30,57.1,0.0
bicycle,50,voigt drive,05/20/2023,16:00,63.1,0.1
bicycle,767,la jolla del sol apartments,05/20/2023,19:51,58.7,0.1
bicycle,350,scholars dr s,05/17/2023,21:45,59.3,0.0
scooter,450,peterson ramp,05/21/2023,21:57,59.7,0.0
scooter,600,international facility,05/23/2023,13:05,59.2,0.0
scooter,800,muir ln,05/17/2023,22:29,57.5,0.0
scooter,350,pepper canyon hall,05/24/2023,14:25,57.4,0.0
bicycle,300,telemedicine  rack,05/25/2023,12:53,60.0,0.0
bicycle,350,seventh college ,05/25/2023,18:29,57.9,0.0
bicycle,-1,the bistro,05/25/2023,18:36,56.2,0.0
bicycle,348,regents rd,05/27/2023,02:00,58.9,0.0
scooter,-1,trolley - central campus station,05/27/2023,21:18,58.7,0.0
bicycle,250,center hall ,05/28/2023,20:15,56.9,0.0
bicycle,400,rita atkinson,05/28/2023,16:00,59.5,0.0
bicycle,100,tapestry,05/28/2023,23:30,58.9,0.0
scooter,699,peterson hall,05/30/2023,14:35,57.7,0.0
scooter,826,sme building,05/30/2023,16:53,58.8,0.0
bicycle,650,peterson hall,05/31/2023,00:57,59.7,0.0
bicycle,120,innovation lane,05/16/2023,12:00,69.5,0.0
scooter,300,regent road,05/31/2023,08:25,66.1,0.0
bicycle,300,la jolla del sol,07/07/2021,12:21,60.2,0.0
bicycle,550,one miramar street,07/12/2021,19:30,61.3,0.0
scooter,500,discovery hall,07/14/2021,21:30,58.7,0.0
bicycle,2320,ntpll - kaleidoscope,07/13/2021,06:45,66.2,0.0
bicycle,-1,stein clinical research bldg,07/21/2021,11:14,60.2,0.0
bicycle,300,south mesa apts,07/22/2021,07:35,62.5,0.0
bicycle,700,biomedical research facility,07/22/2021,21:35,62.9,0.0
bicycle,289,mesa nueva - arena,07/25/2021,00:36,52.4,0.0
bicycle,800,la jolla del sol,07/26/2021,09:26,59.4,0.0
bicycle,600,structural and material engineering building,07/28/2021,17:30,63.2,0.0
bicycle,-1,ucsd police department,06/04/2021,14:24,65.0,0.0
bicycle,425,camp snoopy,06/04/2021,12:00,65.3,0.0
bicycle,1000,warren college - black hall,06/07/2021,21:20,66.0,0.0
bicycle,840,nuevo  - brisa,06/06/2021,04:00,76.2,0.0
bicycle,500,3869 miramar st,06/07/2021,23:20,71.6,0.0
bicycle,1260,ucsd medical facility - hillcrest,06/25/2021,15:15,75.7,0.0
bicycle,300,lot 510,06/27/2021,18:00,65.2,0.0
bicycle,1000,3739 miramar st,12/01/2021,16:05,68.5,0.0
bicycle,30,stein /  va hospital entrance,11/02/2021,17:41,61.5,0.0
bicycle,800,geisel library ,11/30/2021,11:30,52.9,0.0
bicycle,500,ebu2,12/01/2021,22:15,54.9,0.0
bicycle,399,center hall,12/01/2021,16:50,53.1,0.0
bicycle,120,brennan hall  cage,12/02/2021,03:30,52.8,0.0
bicycle,-1,rita atkinson hall,12/02/2021,12:00,59.6,0.0
bicycle,500,rita atkinson hall ,12/02/2021,10:00,49.6,0.0
bicycle,600,rita atkinson,12/02/2021,04:30,49.8,0.0
bicycle,500,warren brennan hall,11/29/2021,08:15,56.5,0.0
bicycle,200,9450 gilman dr,12/03/2021,08:25,56.5,0.0
scooter,500,douglas hall,12/03/2021,06:07,54.5,0.0
scooter,300,central campus trolley station,12/03/2021,16:07,57.7,0.0
bicycle,750,building 2  cage,12/04/2021,01:45,51.6,0.0
scooter,600,central campus trolley station,12/04/2021,13:17,52.4,0.0
scooter,600,central campus trolley station,12/04/2021,14:30,64.0,0.0
bicycle,100,nuevo ,12/05/2021,02:42,55.6,0.0
bicycle,900,3487 sixth college ln - ,12/05/2021,21:36,57.1,0.0
scooter,350,scholars dr north,12/05/2021,19:12,64.0,0.0
bicycle,450,medical teaching facility,11/23/2021,14:20,65.9,0.0
bicycle,220,goldberg hall  locker,12/05/2021,10:27,57.8,0.0
bicycle,700,ucsd police department,12/05/2021,08:15,49.2,0.0
bicycle,100,geisel,12/02/2021,23:07,46.2,0.0
scooter,400,seventh college ,12/07/2021,03:05,51.4,0.0
bicycle,100,ucsd police department,12/07/2021,03:50,53.9,0.0
bicycle,500,muir college,12/07/2021,08:45,54.7,0.0
bicycle,200,1 miramar st,12/07/2021,14:35,61.8,0.0
bicycle,700,engineering building,12/06/2021,02:00,49.6,0.0
bicycle,950,asia hall,12/08/2021,00:27,52.5,0.0
bicycle,259,miramar st,06/07/2021,16:55,65.7,0.0
bicycle,200,matthews ln,12/09/2021,09:45,50.7,0.2
bicycle,900,warren lecture hall,12/09/2021,09:45,43.6,0.0
scooter,800,rimac,12/09/2021,19:45,51.7,0.0
bicycle,923,rimac,12/05/2021,12:00,44.1,0.0
bicycle,765,seventh college  #1,12/10/2021,03:45,49.9,0.0
scooter,948,tenaya hall residence,12/10/2021,20:15,56.2,0.0
bicycle,-1,tapestry,12/12/2021,21:00,55.2,0.0
bicycle,400,ebu 1 south bicycle rack,12/12/2021,13:30,52.9,0.2
bicycle,400,nuevo  - tierra,12/12/2021,01:00,61.3,0.0
bicycle,120,structural and materials engineering bldg,12/08/2021,13:30,57.0,0.7
bicycle,650,foodworx ,12/15/2021,15:20,43.1,0.0
bicycle,1150,rimac,12/15/2021,16:57,59.3,0.0
bicycle,459,mesa nueva - cala,12/16/2021,01:52,53.4,0.0
bicycle,100,1 miramar south,12/15/2021,14:45,58.6,1.0
bicycle,200,central mesa apts,12/15/2021,10:17,58.6,1.0
bicycle,415,scholars dr north,11/30/2021,16:00,59.0,0.0
bicycle,125,central mesa apts,12/15/2021,03:25,53.7,0.0
bicycle,340,structural & material engineering bldg,12/16/2021,13:00,60.6,0.0
bicycle,500,artesa,12/12/2021,03:30,55.2,0.0
bicycle,299,keeling apartments,12/14/2021,00:00,59.1,0.0
bicycle,-1,seventh college  #2,12/18/2021,22:35,55.1,0.3
bicycle,-1,seventh college  #2,12/19/2021,00:07,55.1,0.3
bicycle,500,one miramar street bldg 2,12/18/2021,00:00,49.6,0.0
bicycle,349,nuevo  - capa,12/21/2021,12:45,54.2,0.0
bicycle,500,one miramar st,12/18/2021,09:30,59.7,0.0
bicycle,-1,one miramar st,12/22/2021,21:25,46.0,0.0
bicycle,850,regents rd,12/18/2021,06:30,51.1,0.0
bicycle,650,rimac -  ,12/29/2021,00:00,49.7,0.0
bicycle,322,tioga hall,12/20/2021,17:30,56.3,0.0
bicycle,600,tioga hall,03/02/2021,02:22,56.0,0.0
bicycle,300,stewart hall,01/24/2021,12:10,44.2,0.0
bicycle,440,3869 miramar street,03/05/2022,02:35,55.5,0.2
bicycle,500,main gym,03/05/2022,19:52,49.9,0.0
bicycle,200,atlantis hall,03/07/2021,20:30,54.1,0.0
bicycle,800,africa hall - ellie's garden,03/12/2021,22:53,46.9,0.0
bicycle,150,central mesa apts,03/16/2021,09:10,54.4,0.0
bicycle,500,la jolla del sol apts,03/18/2021,09:00,59.5,0.0
bicycle,100,the village  - ,03/11/2021,05:50,53.9,0.0
bicycle,300,9242 central mesa apts,03/25/2021,23:39,50.0,0.0
bicycle,150,mesa nueva - cala,03/26/2021,12:30,53.9,0.0
bicycle,-1,seventh college  #1,03/29/2021,12:34,56.2,0.0
bicycle,600,mesa nueva - marea,03/28/2021,07:37,54.5,0.0
bicycle,500,nuevo  - viento,04/06/2021,13:00,65.8,0.0
bicycle,-1,central mesa apts,04/13/2021,10:09,71.6,0.0
bicycle,200,1 miramar parking structure,04/13/2021,05:15,54.0,0.0
bicycle,250,one miramar st bldg 1,04/13/2021,09:07,59.7,0.0
bicycle,950,coast apts,04/15/2021,05:15,47.9,0.0
bicycle,460,tuolumne apartments,04/09/2021,19:57,46.9,0.0
bicycle,500,tapestry bldg ,04/26/2021,05:27,74.3,0.0
bicycle,592,warren lecture hall,04/30/2021,14:30,83.8,0.0
bicycle,98,tioga hall,12/13/2020,01:47,74.3,0.0
bicycle,75,mesa nueva - cresta,01/06/2021,10:25,85.2,0.0
bicycle,300,matthews apartments,01/10/2021,04:30,78.3,0.0
bicycle,450,discovery wy,01/16/2021,02:31,65.8,0.0
bicycle,230,la jolla del sol apartments,01/17/2021,17:00,71.8,0.0
bicycle,330,north torrey pines,01/17/2021,13:30,70.1,0.0
scooter,300,thurgood marshall res hall,01/29/2021,15:05,74.3,0.0
bicycle,150,rimac,01/29/2021,16:45,66.6,0.0
bicycle,2000,ridgewalk academic building,10/01/2021,10:05,65.5,0.0
bicycle,600,roosevelt college,10/01/2021,04:32,66.6,0.0
bicycle,-1,peterson hall,10/01/2021,10:30,65.5,0.0
bicycle,250,3393 lebon dr,10/02/2021,03:00,75.5,0.0
bicycle,550,seventh college  - building 4 - parking lot,10/03/2021,01:35,56.1,0.0
bicycle,200,meyers & gilman dr - bus stop,09/28/2021,01:37,56.8,0.0
bicycle,900,la jolla del sol apartments,09/20/2021,03:30,58.3,0.0
bicycle,700,pepper canyon south - parking lot,09/28/2021,05:25,57.8,0.0
bicycle,650,keeling apartments,10/02/2021,01:27,63.1,0.0
bicycle,300,gilman dr,10/04/2021,15:07,53.9,0.0
bicycle,760,seventh college bldg 7,10/08/2021,04:02,59.9,0.0
bicycle,-1,seventh college,10/09/2021,08:10,59.5,0.0
bicycle,430,york hall,10/08/2021,04:15,58.5,0.0
bicycle,850,erc,10/08/2021,17:45,62.0,0.0
bicycle,700,gilman dr,10/14/2021,17:00,62.1,0.0
bicycle,800,1 miramar street,10/18/2021,09:00,59.5,0.0
bicycle,500,stewart hall,10/18/2021,14:00,52.9,0.0
bicycle,250,meteor hall,10/18/2021,18:42,52.9,0.0
bicycle,540,warren apartments,10/20/2021,07:30,55.4,0.0
scooter,450,canyon vista,10/20/2021,00:20,54.5,0.0
scooter,30,marshall college,10/15/2021,00:30,50.1,0.0
bicycle,377,asia hall,10/20/2021,04:57,64.7,0.0
bicycle,300,ucsd police department,10/22/2021,07:30,53.4,0.0
bicycle,1100,seventh college  building 2 - ,10/24/2021,01:30,61.4,0.0
bicycle,100,seventh college  building 6,10/25/2021,11:16,57.9,1.2
bicycle,100,seventh college  bldg b,10/24/2021,15:15,59.5,0.0
bicycle,600,keeling apts south tower,10/26/2021,02:40,60.9,0.0
bicycle,240,"torrey pines, la jolla",01/26/2021,19:30,43.2,0.0
bicycle,500,revelle college,02/03/2021,02:00,59.8,0.0
bicycle,400,tuolumne apts,02/04/2021,12:00,51.5,0.0
