type,price,location,date,time,weather,rain
bicycle,550,earth hall north,10/05/2024,02:45,68.4,0.0
scooter,300,jacobs hall,10/05/2024,20:40,62.9,0.0
scooter,700,franklin antonio hall,10/02/2024,18:00,63.2,0.0
scooter,900,york hall,10/07/2024,12:30,66.5,0.0
bicycle,1000,9865 towne centre drive,10/07/2024,16:29,62.8,0.0
bicycle,500,wells fargo hall,10/07/2024,13:20,65.8,0.0
scooter,-1,center hall,10/07/2024,17:30,61.8,0.0
scooter,450,center hall,10/07/2024,17:37,61.8,0.0
scooter,480,geisel library,10/07/2024,14:30,64.7,0.0
bicycle,450,frankfurter hall,10/05/2024,21:29,63.1,0.0
scooter,200,price center  - target,08/15/2024,16:30,67.6,0.0
bicycle,50,gilman parking,10/08/2024,12:30,64.5,0.0
scooter,600,voigt drive,10/07/2024,03:55,79.0,0.0
scooter,377,trolley - central campus,10/08/2024,21:27,58.9,0.0
bicycle,-1,sally t wongavery library,10/09/2024,14:05,62.8,0.0
scooter,525,blake hall,10/09/2024,13:30,59.0,0.0
scooter,-1,trolley - la jolla health station,10/09/2024,17:22,59.0,0.0
scooter,530,social sciences research building,10/10/2024,12:25,55.0,0.0
scooter,227,geisel library,10/10/2024,20:30,58.1,0.0
scooter,400,pepper canyon hall,10/09/2024,20:52,60.4,0.0
bicycle,100,tierra,10/10/2024,01:40,65.1,0.0
scooter,300,muir biology and applied physics,10/11/2024,16:22,62.1,0.0
bicycle,600,miramar street,10/11/2024,15:10,63.1,0.0
scooter,400,innovation lane,10/07/2024,21:55,61.3,0.0
bicycle,1000,york hall,10/12/2024,14:37,61.2,0.0
skateboard,-1,marshall residential life,10/12/2024,23:19,62.6,0.0
bicycle,1590,brisa,10/12/2024,23:27,59.5,0.0
scooter,349,price center/target,10/11/2024,22:47,65.0,0.0
scooter,-1,galbraith hall,10/11/2024,20:30,59.1,0.0
scooter,-1,geisel library on hopkins drive,10/13/2024,21:47,58.8,0.0
scooter,300,center hall,10/14/2024,10:15,62.5,0.0
scooter,289,design and innovation building,10/14/2024,22:18,61.6,0.0
scooter,500,gilman drive,10/14/2024,16:25,61.8,0.0
scooter,250,center hall,10/15/2024,14:12,61.4,0.0
scooter,650,geisel library,10/15/2024,15:27,60.1,0.0
scooter,-1,york hall,10/16/2024,11:21,61.1,0.0
bicycle,2000,azad,10/15/2024,17:00,66.4,0.0
scooter,1000,geisel library,10/16/2024,17:00,65.8,0.0
scooter,450,geisel library,10/16/2024,13:10,75.7,0.0
scooter,379,ledden auditorium,10/11/2024,16:00,66.8,0.0
scooter,625,center hall,10/17/2024,13:10,67.1,0.0
scooter,400,biology building,10/15/2024,14:22,62.0,0.0
scooter,400,biology building,10/17/2024,14:22,66.8,0.0
scooter,250,geisel library,10/17/2024,16:00,60.2,0.0
bicycle,300,pangea drive,10/18/2024,03:00,66.4,0.0
bicycle,350,plant power - catalyst,10/18/2024,01:57,62.4,0.0
scooter,188,pepper canyon hall,10/18/2024,14:10,60.0,0.0
scooter,230,showa ramen,10/18/2024,17:25,61.5,0.0
skateboard,850,applied mathematics and physics,10/19/2024,15:37,62.4,0.0
bicycle,600,64 degrees,10/19/2024,20:19,61.6,0.0
scooter,425,center hall,10/20/2024,04:30,62.3,0.1
scooter,800,center hall,10/21/2024,16:26,61.3,0.0
bicycle,400,la jolla del sol apartments,10/21/2024,02:00,62.2,0.0
scooter,300,ridge walk academic building,10/21/2024,16:15,61.1,0.0
scooter,400,geisel library,10/21/2024,16:15,68.8,0.0
bicycle,3500,ledden auditorium,10/21/2024,19:45,60.1,0.0
scooter,-1,central campus trolley,10/21/2024,19:15,60.1,0.0
scooter,350,pepper canyon apartments,10/21/2024,20:44,60.2,0.0
scooter,900,tioga hall,10/22/2024,02:07,72.6,0.0
bicycle,175,thurgood marshall,10/22/2024,09:30,72.6,0.0
bicycle,500,latin america hall,10/21/2024,04:00,78.5,0.0
scooter,425,applied physics and mathematics,10/22/2024,15:10,62.8,0.0
bicycle,1400,center hall,10/22/2024,16:00,64.4,0.0
scooter,450,franklin antonio hall,10/22/2024,17:25,65.8,0.0
scooter,300,trolley - central campus station,10/22/2024,05:00,75.4,0.0
scooter,-1,trolley - central campus station,10/22/2024,19:16,63.6,0.0
scooter,2500,ridge walk,10/22/2024,12:00,60.2,0.0
bicycle,1100,geisel library,10/22/2024,17:45,57.3,0.0
bicycle,180,"one miramar street, building 2",10/23/2024,04:15,60.4,0.0
bicycle,-1,york hall,10/23/2024,12:29,56.7,0.0
bicycle,525,wells fargo hall,10/23/2024,13:10,80.0,0.0
bicycle,499,trolley - central campus station,10/16/2024,12:45,63.9,0.0
scooter,300,pepper canyon hall,10/23/2024,12:20,72.1,0.0
scooter,1000,warren lecture hall,10/23/2024,18:26,63.9,0.0
scooter,200,pepper canyon hall,10/22/2024,01:00,63.9,0.0
scooter,400,gilman drive,10/25/2024,12:25,60.8,0.1
bicycle,599,podemos building,10/25/2024,14:20,59.5,0.0
scooter,310,york hall,10/25/2024,19:32,59.7,0.0
scooter,270,applied physics and mathematics,10/26/2024,13:35,60.6,0.0
scooter,350,3350 innovation lane,10/26/2024,18:00,67.7,0.0
skateboard,300,scholars parking structure,10/27/2024,11:46,66.9,0.0
scooter,371,social sciences bldg.,10/27/2024,14:10,56.0,0.0
scooter,170,pulse,10/27/2024,08:45,59.7,0.0
scooter,499,campus emergency services building,10/28/2024,00:00,60.7,0.0
scooter,350,center hall,10/28/2024,14:22,51.9,0.0
bicycle,370,mandeville center,10/28/2024,14:40,62.3,0.0
bicycle,275,catalyst,10/26/2024,17:37,59.8,0.0
scooter,400,sally t. wongavery library,10/28/2024,18:40,56.8,0.0
bicycle,400,harlan hall,10/28/2024,15:55,62.8,0.0
bicycle,900,stewart hall,10/28/2024,03:42,60.0,0.0
scooter,600,parking lot p602,10/29/2024,06:15,65.1,0.0
scooter,299,main gymnasium,10/29/2024,15:42,63.1,0.0
bicycle,-1,trolley- central campus station,10/28/2024,18:05,71.8,0.0
scooter,300,pepper canyon  apartments,10/29/2024,12:00,62.9,0.0
scooter,-1,price center  - starbucks,10/29/2024,20:30,60.8,0.1
bicycle,-1,club med,10/30/2024,16:30,59.6,0.0
scooter,-1,target,01/10/2019,17:52,50.5,0.0
scooter,760,fan - fan - rw academic building,12/01/2023,11:55,53.8,0.0
scooter,2000,showa ramen - rw academic buildong,12/01/2023,11:50,53.8,0.0
scooter,800,franklin antonio hall,09/11/2023,14:24,70.8,0.0
scooter,200,price center  - target,12/01/2023,00:25,53.6,0.0
scooter,800,russell lane,09/11/2023,05:40,83.7,0.0
bicycle,1300,the market at seventh college,12/02/2023,00:30,53.3,0.0
bicycle,300,structural & material engineering bldg,12/03/2023,13:45,52.2,0.0
scooter,450,sally t. wongavery library,12/03/2023,17:27,46.9,0.0
bicycle,1500,geisel library,12/03/2023,19:15,45.9,0.0
scooter,450,trolley - central campus station,12/04/2023,19:11,49.2,0.0
bicycle,500,canyonview aquatic,12/04/2023,21:00,47.8,0.0
bicycle,650,1 miramar st,12/01/2023,03:40,62.4,0.0
scooter,450,trolley - central campus station,12/04/2023,17:30,51.4,0.0
scooter,500,center hall,12/05/2023,15:57,53.6,0.0
scooter,450,structural & material engineering building,12/06/2023,08:52,62.8,0.0
bicycle,2000,price center ,12/06/2023,17:22,56.6,0.0
bicycle,650,actri,12/05/2023,15:07,53.6,0.0
bicycle,600,york hall,12/06/2023,12:00,54.8,0.0
scooter,-1,ucsd medical center - hillcrest,12/05/2023,12:55,48.8,0.0
bicycle,150,miramar street,12/06/2023,14:30,47.1,0.0
scooter,800,russell ln,09/11/2023,06:30,49.3,0.0
scooter,800,russell ln,09/12/2023,17:30,65.8,0.0
scooter,800,russell ln,09/14/2023,05:30,61.2,0.0
scooter,900,social science research building,12/07/2023,19:50,58.8,0.0
bicycle,-1,geisel library,12/08/2023,17:07,60.7,0.0
scooter,503,tenaya hall,12/08/2023,16:55,54.8,0.0
scooter,700,geisel library,12/08/2023,23:34,58.8,4.8
bicycle,250,artesa,12/09/2023,12:10,69.0,0.1
scooter,300,price center ,12/09/2023,14:30,52.8,0.0
bicycle,140,challenger hall,12/08/2023,23:45,53.0,0.0
bicycle,2040,seventh college  #1,12/06/2023,02:15,60.7,0.0
scooter,-1,trolley - central campus station,12/10/2023,14:09,,
bicycle,300,tioga hall,11/26/2023,02:20,68.3,0.0
bicycle,300,meteor hall,12/10/2023,00:40,74.6,0.0
scooter,300,rady school of management,12/12/2023,09:30,68.7,0.0
scooter,800,trolley - central campus station,12/13/2023,12:00,71.5,0.0
scooter,500,geisel library,12/13/2023,14:45,65.6,0.0
scooter,277,medical education and telemedicine,12/13/2023,19:45,62.4,0.0
bicycle,1200,humanities and social sciences,12/14/2023,23:23,59.6,0.0
bicycle,730,sixth market,12/12/2023,20:07,57.8,0.0
scooter,280,target,12/16/2023,17:30,79.4,0.0
scooter,800,scholars drive - south,12/17/2023,11:09,65.3,0.0
scooter,400,theatre district drive,12/17/2023,13:43,73.9,0.0
scooter,300,innovation lane,12/17/2023,18:15,49.5,0.0
bicycle,1000,gilman dr,12/18/2023,13:22,45.6,0.0
bicycle,1330,one miramar street,12/18/2023,23:11,46.7,0.0
scooter,263,giesel library,12/21/2023,11:47,50.9,0.0
scooter,800,viento,09/18/2023,03:30,59.1,0.0
scooter,650,asante hall,12/28/2023,15:00,54.6,0.0
bicycle,1200,mesa apartments south,12/24/2023,13:00,50.9,0.0
bicycle,100,cala,12/28/2023,05:16,66.4,0.0
scooter,359,trolley - central campus station,12/30/2024,20:15,51.1,0.0
scooter,400,franklin antonio hall,09/01/2023,14:45,62.8,0.0
bicycle,400,la jolla del sol apartments,09/01/2023,03:45,52.2,0.0
bicycle,2000,john's place & market,09/02/2023,16:50,57.7,0.0
scooter,500,design and innovation building,09/02/2023,11:25,53.3,0.0
bicycle,1000,astilla,09/04/2023,14:00,51.7,0.0
bicycle,300,thurgood marshall res halls,09/06/2023,20:03,46.5,0.0
bicycle,120,urey hall,09/08/2023,02:00,77.7,0.0
bicycle,6000,torrey pines center north,09/12/2023,11:30,68.1,0.0
bicycle,500,artesa,09/05/2023,12:47,66.0,0.0
bicycle,699,neighborhood - tdll,09/13/2023,14:30,65.3,0.0
bicycle,8000,north torrey pines parking lot,09/12/2023,11:30,68.1,0.0
bicycle,500,mesa apartments south,09/16/2023,07:11,73.1,0.0
scooter,250,rimac annex,09/18/2023,12:25,65.6,0.0
scooter,300,rimac annex,09/18/2023,12:37,65.6,0.0
bicycle,400,computer science and engineering building,09/19/2023,12:35,66.4,0.0
bicycle,400,voigt drive,09/19/2023,12:35,66.4,0.0
bicycle,500,pepper canyon lane,09/21/2023,12:25,65.3,0.0
scooter,300,stein clinical research building,09/22/2023,14:22,65.4,0.0
bicycle,360,target,09/22/2023,16:55,64.9,0.0
bicycle,-1,library walk san diego,09/22/2023,17:02,64.9,0.0
bicycle,-1,one miramar st,09/21/2023,18:40,62.2,0.0
bicycle,2300,rimac,09/26/2023,20:22,59.5,0.0
scooter,-1,muir biology building,09/26/2023,20:50,59.5,0.0
scooter,1300,canyonview rec/athletics administration,09/27/2023,10:15,67.2,0.0
bicycle,2000,hopkins dr,09/26/2023,20:15,59.5,0.0
bicycle,200,regents road,09/26/2023,22:10,58.6,0.0
bicycle,900,exchange,09/24/2023,17:45,64.0,0.0
bicycle,50,pepper canyon apartments,09/27/2023,09:52,69.7,0.0
scooter,500,seventh college ,09/27/2023,22:30,61.1,0.0
scooter,275,town square,09/27/2023,15:05,62.4,0.0
bicycle,300,cala,09/28/2023,00:45,62.0,0.0
bicycle,300,matthews apartments,09/28/2023,14:30,62.7,0.0
scooter,648,trolley - central campus station,09/28/2023,20:00,60.4,0.0
bicycle,500,marshall college,09/29/2023,01:15,66.3,0.0
scooter,750,atlantis hall,09/27/2023,15:15,62.4,0.0
bicycle,700,scholars dr n.,09/30/2023,00:30,63.4,0.0
scooter,300,rimac,09/30/2023,21:57,59.5,0.1
scooter,300,trolley - central campus station,10/01/2023,18:55,56.3,0.0
bicycle,150,frankfurter hall,10/01/2023,18:42,56.3,0.0
bicycle,350,otterson hall,10/02/2023,09:30,66.9,0.0
scooter,650,galbraith hall,10/02/2023,14:23,61.9,0.0
bicycle,1400,center hall,10/03/2023,09:07,71.3,0.0
scooter,400,trolley - central campus station (),10/03/2023,10:10,69.4,0.0
bicycle,2000,sally t. wongavery library,10/03/2023,18:31,60.1,0.0
scooter,400,center hall,10/03/2023,10:10,69.4,0.0
bicycle,200,tapestry  locker,10/03/2023,14:15,63.3,0.0
bicycle,370,tioga hall,10/05/2023,01:00,63.6,0.0
scooter,450,design and innovation bldg,10/05/2023,22:23,63.6,0.0
scooter,1485,rimac,10/06/2023,07:25,70.7,0.0
scooter,650,trolley - central campus station,10/06/2023,16:22,65.9,0.0
scooter,400,matthew ln,10/06/2023,19:00,62.8,0.2
bicycle,950,piedra,10/06/2023,03:15,62.6,0.0
scooter,545,center hall,10/05/2023,22:47,67.2,0.0
scooter,500,the village at torrey pines,10/09/2023,16:20,58.5,0.0
scooter,530,meteor hall,10/09/2023,06:00,63.4,0.0
scooter,300,marshall residence hall p,10/10/2023,16:12,59.5,0.0
bicycle,750,applied physics and mathematics,10/10/2023,20:30,76.8,0.0
bicycle,1600,warren lecture hall,10/10/2023,20:30,68.9,0.0
bicycle,450,gilman dr,10/11/2023,07:22,69.8,0.0
scooter,600,jacobs school of engineering,10/11/2023,10:00,63.5,0.0
scooter,630,gilman dr,10/11/2023,14:25,64.2,0.0
scooter,500,seventh college ,10/09/2023,16:30,64.5,0.0
scooter,500,pepper canyon apartments,10/08/2023,14:05,62.7,0.0
bicycle,1000,north america hall,10/11/2023,23:50,62.7,0.0
scooter,300,warren lecture hall,10/12/2023,14:15,72.3,0.0
scooter,425,trolley - central campus station,10/12/2023,18:45,65.2,0.0
bicycle,400,seventh college  building 6,10/12/2023,16:36,72.8,0.0
scooter,300,theatre district dr.,10/14/2023,01:45,67.0,0.0
bicycle,698,trolley - central campus station,10/14/2023,15:00,81.9,0.0
bicycle,200,peterson hall,10/14/2023,20:47,69.9,0.0
scooter,380,main gym,10/15/2023,02:45,64.1,0.0
bicycle,100,sixth college market,10/15/2023,00:32,82.3,0.0
scooter,420,design & innovation building,10/16/2023,12:47,67.0,0.0
bicycle,541,franklin antonio hall,10/16/2023,17:40,62.6,0.0
scooter,279,miramar street,10/16/2023,17:45,74.2,0.0
scooter,450,discovery hall,10/15/2023,01:50,65.4,0.1
bicycle,500,villa la jolla,10/16/2023,07:10,61.8,0.0
bicycle,519,piedra - 9th floor  hangers,10/19/2023,01:35,63.8,0.0
bicycle,-1,applied physics & mathematics,10/19/2023,11:45,65.0,0.0
bicycle,-1,trolley - central campus station,10/19/2023,19:00,57.6,0.0
bicycle,-1,trolley - central campus station,10/19/2023,18:26,73.5,0.0
scooter,500,matthews apartments a,10/20/2023,15:00,59.2,0.0
bicycle,150,mesa - south,10/20/2023,21:30,65.8,0.0
bicycle,500,matthews apartments,10/20/2023,21:30,60.0,0.0
bicycle,500,price center ,10/21/2023,09:30,60.0,0.0
bicycle,1720,price center ,10/21/2023,13:58,68.0,0.0
scooter,270,gilman drive,10/22/2023,01:25,62.3,0.0
scooter,1000,trolley - uc central campus stop,10/22/2023,18:45,72.6,0.0
bicycle,250,structural materials engineering building,10/23/2023,15:30,74.0,0.0
bicycle,690,pangea parking lot,10/23/2023,09:30,66.6,0.0
bicycle,1000,tdlln - podemos,10/22/2023,03:30,65.6,0.0
scooter,700,mandeville center,10/24/2023,10:15,70.4,0.0
bicycle,-1,"one miramar street, bldg 2",10/24/2023,19:19,67.0,0.0
scooter,300,pepper canyon hall,10/25/2023,09:37,66.0,0.0
scooter,200,warren lecture hall,10/25/2023,11:25,65.3,0.0
bicycle,150,center hall,10/21/2023,16:30,68.1,0.0
bicycle,900,seventh college  #1,10/26/2023,03:15,69.0,0.0
bicycle,200,pepper canyon apartments,10/26/2023,12:30,68.1,0.0
scooter,-1,center hall,10/26/2023,16:24,73.9,0.0
scooter,600,harlan hall,10/28/2023,00:02,75.6,0.0
scooter,299,structural and material engineering bldg,10/28/2023,10:07,67.9,0.0
scooter,600,trolley - central campus station,10/28/2023,03:22,71.1,0.0
scooter,600,kaleidoscope,10/28/2023,04:30,67.1,0.0
scooter,700,geisel library,10/29/2023,15:00,66.9,0.0
scooter,1000,central campus trolley,10/29/2023,15:00,67.3,0.0
scooter,200,central campus trolley,10/29/2023,14:30,66.9,0.0
bicycle,-1,thurgood marshall res hall,10/23/2023,12:00,69.6,0.0
scooter,850,trolley - central campus station,10/29/2023,03:45,62.7,0.0
scooter,600,geisel library,10/31/2023,11:30,58.9,0.0
scooter,400,ucsd police department,08/03/2023,12:15,55.1,0.0
bicycle,420,canyonview aquatic & climbing wall facility,08/03/2023,18:20,64.0,0.0
bicycle,60,viento,08/04/2023,02:30,67.7,0.0
scooter,549,trolley - central campus station,08/04/2023,13:00,68.6,0.0
bicycle,300,regents rd,08/04/2023,19:15,64.3,0.0
bicycle,549,mandeville lane,08/03/2023,19:12,64.3,0.0
bicycle,300,ucsd bookstore,08/07/2023,16:30,64.9,0.0
scooter,300,skaggs pharmaceutical sciences building,08/10/2023,13:35,64.8,0.0
bicycle,500,geisel library - ,08/10/2023,17:37,62.3,0.1
scooter,200,"one miramar street, bldg 2",08/11/2023,08:30,59.8,0.0
bicycle,500,one miramar street,08/12/2023,04:30,65.8,0.0
bicycle,290,"1 miramar street, la jolla",08/09/2023,17:37,68.5,0.0
bicycle,420,sixth market - mosaic,08/13/2023,02:20,65.0,0.0
bicycle,910,one miramar street - building 4,08/11/2023,17:45,63.0,0.0
scooter,500,sme building,08/14/2023,15:37,66.4,0.0
scooter,350,computer science and engineering building,08/14/2023,13:30,62.2,0.0
scooter,449,ucsd central campus trolley station,08/14/2023,15:30,63.6,0.0
scooter,619,geisel library,08/16/2023,18:07,60.4,0.0
bicycle,4000,tierra,08/21/2023,03:45,55.8,0.0
scooter,500,structural & material engineering bldg,08/22/2023,12:25,55.9,0.0
scooter,-1,trolley - central campus station,08/22/2023,21:20,55.4,0.0
scooter,399,design and innovation building,08/23/2023,01:47,55.0,0.0
bicycle,1299,brisa,08/24/2023,18:10,71.2,0.0
scooter,350,warren residential hall,06/16/2023,12:00,54.4,0.0
bicycle,500,nuevo  - porton,08/25/2023,18:49,50.9,0.0
scooter,-1,trolley - central campus station,08/26/2023,19:10,58.7,0.0
bicycle,1200,peppery canyon apartments,08/26/2023,13:30,52.4,0.0
scooter,349,student services center,08/30/2023,12:00,67.1,0.0
scooter,500,voigt drive,10/31/2023,18:55,68.7,0.1
bicycle,150,miramar street,11/01/2023,09:10,66.8,0.0
scooter,25,center hall,10/30/2023,19:25,62.6,0.0
scooter,460,fan - fan -rw academic bldg,10/31/2023,17:20,69.5,0.0
bicycle,100,greenhouse lane,10/30/2023,13:00,62.3,0.0
bicycle,150,scholars drive - north,10/31/2023,03:30,62.4,0.0
scooter,400,geisel library,11/03/2023,12:00,62.1,0.0
skateboard,150,justice lane,10/31/2023,22:15,62.7,0.0
scooter,650,russell lane,11/03/2023,22:00,66.3,0.0
scooter,700,ucsd residential area,11/05/2023,05:55,68.4,0.0
bicycle,100,viento,11/04/2023,18:30,56.0,0.0
scooter,350,ucsd train station,11/05/2023,20:30,75.3,0.0
scooter,1600,geisel library,11/05/2023,23:00,56.7,0.0
bicycle,400,9450 innovation lane,11/05/2023,21:30,58.9,0.0
bicycle,90,leichtag family foundation,11/04/2023,16:25,67.6,0.0
bicycle,400,center hall,11/06/2023,10:30,78.1,0.0
scooter,700,design & innovations bldg,11/05/2023,21:35,64.8,0.0
bicycle,800,cognitive sciences building,11/06/2023,16:22,53.8,0.0
scooter,850,structural & material engineering bldg,11/06/2023,19:15,51.1,0.0
scooter,450,geisel library,11/06/2023,22:27,75.7,0.0
scooter,600,center hall,11/04/2023,18:30,55.8,0.0
bicycle,-1,trolley - la jolla health station,11/05/2023,16:04,55.3,0.0
scooter,300,applied physics & mathematics,11/07/2023,18:10,59.7,0.0
scooter,148,franklin antonio hall,11/07/2023,20:35,58.6,0.0
bicycle,450,podemos bldg,11/08/2023,04:10,57.4,0.0
scooter,1200,trolley - central campus station,11/08/2023,16:40,62.3,0.0
bicycle,250,center hall,11/08/2023,22:00,58.6,0.0
scooter,600,geneva hall,11/09/2023,12:30,57.6,0.0
bicycle,750,warren lecture hall,11/09/2023,19:22,60.9,0.0
bicycle,550,humanities & social sciences,11/10/2023,14:00,59.9,4.4
bicycle,599,humanities & social sciences,11/10/2023,13:50,59.5,3.3
scooter,323,peterson hall,11/10/2023,21:15,61.3,0.3
bicycle,-1,geneva hall,11/11/2023,04:30,58.0,0.0
scooter,300,trolley - central campus station,11/12/2023,14:00,56.1,0.0
scooter,515,seventh college  #1,11/12/2023,17:30,58.7,0.0
scooter,499,meteor hall,11/12/2023,19:06,58.5,0.0
scooter,350,seventh college  #3,11/12/2023,09:25,59.4,0.1
bicycle,300,structural & material engineering bldg,11/13/2023,16:32,53.9,0.0
scooter,450,mandeville center,11/14/2023,14:10,53.7,0.0
scooter,2000,hopkins parking structure,11/15/2023,10:35,57.2,0.0
bicycle,450,voigt drive,11/15/2023,11:30,55.7,0.0
bicycle,-1,copa vida café,11/17/2023,13:44,46.6,0.0
bicycle,800,tenaya hall,11/13/2023,12:00,73.3,0.0
scooter,600,podemos,11/17/2023,19:32,59.7,0.0
scooter,460,main gymnasium,11/18/2023,13:22,54.3,0.0
scooter,500,geisel library,11/18/2023,16:49,52.2,0.0
scooter,300,trolley - central campus station,11/18/2023,19:02,67.2,0.0
scooter,-1,trolley - central campus station,11/19/2023,14:07,53.9,0.0
scooter,279,trolley - central campus station,11/19/2023,15:45,59.8,0.0
scooter,200,price center  - the trove,11/19/2023,20:04,61.9,0.0
bicycle,2000,thurgood marshall res hall p,11/19/2023,07:30,63.1,0.1
bicycle,700,center hall,11/19/2023,19:07,48.4,0.0
scooter,700,geisel library,11/19/2023,20:00,57.7,0.0
scooter,750,parking lot 418,11/17/2023,14:50,64.9,0.0
scooter,950,10285 north point ln,09/13/2023,03:40,65.1,0.0
bicycle,200,humanities & social sciences,11/17/2023,16:08,48.6,0.0
scooter,400,otterson hall,11/20/2023,16:30,54.3,0.0
scooter,300,warren lecture hall,11/21/2023,12:02,53.2,0.1
bicycle,100,africa hall,11/17/2023,23:59,54.8,0.0
scooter,400,conrad preby's music center,11/22/2023,11:20,49.5,0.0
bicycle,300,harlan hall,11/24/2023,03:32,63.9,0.0
scooter,400,main gymnasium,11/26/2023,21:15,50.3,0.0
scooter,490,warren lecture hall,11/27/2023,11:00,49.5,0.0
scooter,400,"seventh college , bldg 1",11/27/2023,02:40,61.2,0.1
bicycle,700,blake hall,11/28/2023,07:40,72.6,0.0
bicycle,3600,galathea hall ,11/28/2023,21:30,59.8,0.0
scooter,-1,tenaya hall,11/29/2023,11:43,57.2,0.0
scooter,540,mcgill hall,11/29/2023,14:35,61.5,0.0
scooter,900,geisel library,11/11/2023,18:52,57.8,0.0
scooter,400,york hall,11/30/2023,09:32,56.6,0.1
scooter,420,york hall,11/30/2023,08:40,60.2,0.0
scooter,500,seventh college  #1,11/29/2023,13:30,53.2,0.1
scooter,625,tapestry,11/30/2023,05:45,59.8,0.1
scooter,500,keeling apartments gym,11/30/2023,00:15,55.9,0.0
scooter,500,avery wong library,11/30/2023,19:15,51.8,0.9
scooter,500,tapestry,11/30/2023,05:55,59.8,0.1
bicycle,1200,matthews lane,06/01/2023,02:52,62.2,0.1
bicycle,128,pepper canyon  apartment,06/01/2023,18:35,59.1,0.1
bicycle,-1,thornton,06/02/2023,06:15,65.4,0.0
scooter,500,central campus station,06/05/2023,06:47,64.5,0.0
scooter,800,cse building,06/06/2023,00:00,60.6,0.0
scooter,299,discovery hall,06/06/2023,04:00,63.3,0.0
scooter,419,geisel,06/06/2023,15:20,58.2,0.0
scooter,289,gilman dr,06/07/2023,12:30,60.2,0.0
scooter,600,muir ln,06/07/2023,20:50,59.0,0.0
bicycle,450,center hall,06/07/2023,06:00,64.2,0.0
scooter,631,school of medicine - building 3,06/04/2023,10:30,61.6,0.0
scooter,800,matthews ln,06/08/2023,18:22,59.9,0.1
scooter,1000,geisel library,06/10/2023,21:30,59.0,0.2
scooter,700,york hall,06/09/2023,23:45,61.3,0.0
bicycle,250,innovation ln,06/10/2023,12:03,60.3,0.0
scooter,400,blake hall,06/10/2023,13:20,60.0,0.0
bicycle,-1,one miramar st,06/10/2023,17:43,59.0,0.0
scooter,400,central campus station,06/10/2023,17:00,65.7,0.0
scooter,600,geisel library,06/10/2023,22:07,66.3,0.0
scooter,766,geisel library,06/10/2023,22:15,64.1,0.0
bicycle,1600,tioga hall,06/12/2023,17:24,67.3,0.0
bicycle,1200,warren lecture hall,06/12/2023,21:58,60.6,0.0
bicycle,100,atlantis hall,06/12/2023,03:25,60.6,0.0
bicycle,200,price center plaza,06/12/2023,23:14,60.6,0.0
scooter,2400,central campus trolley,06/13/2023,18:42,60.4,0.0
scooter,600,gilman drive,06/13/2023,20:07,60.4,0.1
scooter,350,warren lecture hall,06/14/2023,15:52,59.8,0.1
bicycle,360,regents road,06/15/2023,04:35,59.8,0.1
bicycle,-1,regents road,06/15/2023,03:07,58.9,0.0
bicycle,249,south scholars drive,06/16/2023,11:30,58.9,0.0
skateboard,680,lot p406,06/17/2023,02:15,59.1,0.0
skateboard,-1,ucsd medical center - hillcrest,06/18/2023,23:35,60.0,0.0
bicycle,303,voigt dr,06/21/2023,16:10,63.4,0.0
bicycle,300,pangea parking,06/21/2023,13:32,60.8,0.0
scooter,410,gymnasium,06/24/2023,18:04,57.5,0.0
bicycle,200,miramar street,06/25/2023,00:00,63.0,0.0
bicycle,213,target - price center,06/26/2023,18:01,58.5,0.0
scooter,420,center for neural circuits and behavior,06/28/2023,15:58,60.0,0.0
bicycle,2000,canyonview aquatic & climbing wall facility,06/30/2023,09:49,69.0,0.0
scooter,500,center hall,01/31/2023,21:30,41.3,0.0
bicycle,600,gilman dr,01/31/2023,08:00,56.2,0.0
bicycle,80,voigt dr,02/01/2023,20:30,42.8,0.0
bicycle,-1,charles david keeling apts 3,02/03/2023,01:40,56.1,0.0
scooter,720,pepper canyon hall,02/03/2023,11:25,53.6,0.0
scooter,-1,target,02/03/2023,17:15,61.4,0.0
scooter,500,showa ramen - ,02/03/2023,16:30,50.7,0.0
scooter,1000,gilman dr,02/04/2023,05:45,53.7,0.2
bicycle,700,gilman dr,02/03/2023,16:30,52.1,0.0
bicycle,1200,gilman dr,02/04/2023,13:12,57.0,0.0
scooter,520,charles david keeling apartments,02/04/2023,15:03,41.1,0.0
scooter,350,gilman dr,02/03/2023,22:10,42.1,0.0
scooter,450,tamarack apts,02/05/2023,19:22,47.3,0.0
bicycle,200,tenaya hall - ,02/05/2023,02:45,50.1,0.5
bicycle,450,tioga hall north,02/04/2023,20:00,50.5,0.0
bicycle,800,"keeling apt, 5th floor ",02/03/2023,02:55,44.6,0.0
bicycle,200,beagle hall - south ,02/07/2023,12:00,45.2,0.0
scooter,880,peterson hall,02/08/2023,14:10,61.2,0.0
scooter,400,catalyst parking structure - ,02/03/2023,15:00,45.2,0.0
scooter,800,york hall,02/11/2023,11:45,50.5,0.0
scooter,300,laurel extension,02/10/2023,23:45,47.5,0.0
bicycle,500,rita atkinson residences,02/10/2023,00:30,44.1,0.0
bicycle,200,mesa apartments south,02/13/2023,11:00,51.6,0.0
scooter,500,center hall,02/13/2023,17:40,58.3,0.0
scooter,1500,mandell weiss ln,02/13/2023,21:30,51.5,0.0
bicycle,120,mesa apartments,02/10/2023,09:43,60.1,0.0
