type,price,location,date,time
scooter,449,ucsd central campus trolley station,08/14/2023,15:30
scooter,619,geisel library,08/16/2023,18:07
bicycle,4000,tierra,08/21/2023,03:45
scooter,500,structural & material engineering bldg,08/22/2023,12:25
scooter,-1,trolley - central campus station,08/22/2023,21:20
scooter,399,design and innovation building,08/23/2023,01:47
bicycle,1299,brisa,08/24/2023,18:10
scooter,350,warren residential hall,06/16/2023,12:00
bicycle,500,nuevo  - porton,08/25/2023,18:49
scooter,-1,trolley - central campus station,08/26/2023,19:10
bicycle,1200,peppery canyon apartments,08/26/2023,13:30
scooter,349,student services center,08/30/2023,12:00
scooter,500,voigt drive,10/31/2023,18:55
bicycle,150,miramar street,11/01/2023,09:10
scooter,25,center hall,10/30/2023,19:25
scooter,460,fan - fan -rw academic bldg,10/31/2023,17:20
bicycle,100,greenhouse lane,10/30/2023,13:00
bicycle,150,scholars drive - north,10/31/2023,03:30
scooter,400,geisel library,11/03/2023,12:00
skateboard,150,justice lane,10/31/2023,22:15
scooter,650,russell lane,11/03/2023,22:00
scooter,700,ucsd residential area,11/05/2023,05:55
bicycle,100,viento,11/04/2023,18:30
scooter,350,ucsd train station,11/05/2023,20:30
scooter,1600,geisel library,11/05/2023,23:00
bicycle,400,9450 innovation lane,11/05/2023,21:30
bicycle,90,leichtag family foundation,11/04/2023,16:25
bicycle,400,center hall,11/06/2023,10:30
scooter,700,design & innovations bldg,11/05/2023,21:35
bicycle,800,cognitive sciences building,11/06/2023,16:22
scooter,850,structural & material engineering bldg,11/06/2023,19:15
scooter,450,geisel library,11/06/2023,22:27
scooter,600,center hall,11/04/2023,18:30
bicycle,-1,trolley - la jolla health station,11/05/2023,16:04
scooter,300,applied physics & mathematics,11/07/2023,18:10
scooter,148,franklin antonio hall,11/07/2023,20:35
bicycle,450,podemos bldg,11/08/2023,04:10
scooter,1200,trolley - central campus station,11/08/2023,16:40
bicycle,250,center hall,11/08/2023,22:00
scooter,600,geneva hall,11/09/2023,12:30
bicycle,750,warren lecture hall,11/09/2023,19:22
bicycle,550,humanities & social sciences,11/10/2023,14:00
bicycle,599,humanities & social sciences,11/10/2023,13:50
scooter,323,peterson hall,11/10/2023,21:15
bicycle,-1,geneva hall,11/11/2023,04:30
scooter,300,trolley - central campus station,11/12/2023,14:00
scooter,515,seventh college  #1,11/12/2023,17:30
scooter,499,meteor hall,11/12/2023,19:06
scooter,350,seventh college  #3,11/12/2023,09:25
bicycle,300,structural & material engineering bldg,11/13/2023,16:32
scooter,450,mandeville center,11/14/2023,14:10
scooter,2000,hopkins parking structure,11/15/2023,10:35
bicycle,450,voigt drive,11/15/2023,11:30
bicycle,-1,copa vida café,11/17/2023,13:44
bicycle,800,tenaya hall,11/13/2023,12:00
scooter,600,podemos,11/17/2023,19:32
scooter,460,main gymnasium,11/18/2023,13:22
scooter,500,geisel library,11/18/2023,16:49
scooter,300,trolley - central campus station,11/18/2023,19:02
scooter,-1,trolley - central campus station,11/19/2023,14:07
scooter,279,trolley - central campus station,11/19/2023,15:45
scooter,200,price center  - the trove,11/19/2023,20:04
bicycle,2000,thurgood marshall res hall p,11/19/2023,07:30
bicycle,700,center hall,11/19/2023,19:07
scooter,700,geisel library,11/19/2023,20:00
scooter,750,parking lot 418,11/17/2023,14:50
scooter,950,10285 north point ln,09/13/2023,03:40
bicycle,200,humanities & social sciences,11/17/2023,16:08
scooter,400,otterson hall,11/20/2023,16:30
scooter,300,warren lecture hall,11/21/2023,12:02
bicycle,100,africa hall,11/17/2023,23:59
scooter,400,conrad preby's music center,11/22/2023,11:20
bicycle,300,harlan hall,11/24/2023,03:32
scooter,400,main gymnasium,11/26/2023,21:15
scooter,490,warren lecture hall,11/27/2023,11:00
scooter,400,"seventh college , bldg 1",11/27/2023,02:40
bicycle,700,blake hall,11/28/2023,07:40
bicycle,3600,galathea hall ,11/28/2023,21:30
scooter,-1,tenaya hall,11/29/2023,11:43
scooter,540,mcgill hall,11/29/2023,14:35
scooter,900,geisel library,11/11/2023,18:52
scooter,400,york hall,11/30/2023,09:32
scooter,420,york hall,11/30/2023,08:40
scooter,500,seventh college  #1,11/29/2023,13:30
scooter,625,tapestry,11/30/2023,05:45
scooter,500,keeling apartments gym,11/30/2023,00:15
scooter,500,avery wong library,11/30/2023,19:15
scooter,500,tapestry,11/30/2023,05:55
bicycle,1200,matthews lane,06/01/2023,02:52
bicycle,128,pepper canyon  apartment,06/01/2023,18:35
bicycle,-1,thornton,06/02/2023,06:15
scooter,500,central campus station,06/05/2023,06:47
scooter,800,cse building,06/06/2023,00:00
scooter,299,discovery hall,06/06/2023,04:00
scooter,419,geisel,06/06/2023,15:20
scooter,289,gilman dr,06/07/2023,12:30
scooter,600,muir ln,06/07/2023,20:50
bicycle,450,center hall,06/07/2023,06:00
scooter,631,school of medicine - building 3,06/04/2023,10:30
scooter,800,matthews ln,06/08/2023,18:22
scooter,1000,geisel library,06/10/2023,21:30
scooter,700,york hall,06/09/2023,23:45
bicycle,250,innovation ln,06/10/2023,12:03
scooter,400,blake hall,06/10/2023,13:20
bicycle,-1,one miramar st,06/10/2023,17:43
scooter,400,central campus station,06/10/2023,17:00
scooter,600,geisel library,06/10/2023,22:07
scooter,766,geisel library,06/10/2023,22:15
bicycle,1600,tioga hall,06/12/2023,17:24
bicycle,1200,warren lecture hall,06/12/2023,21:58
bicycle,100,atlantis hall,06/12/2023,03:25
bicycle,200,price center plaza,06/12/2023,23:14
scooter,2400,central campus trolley,06/13/2023,18:42
scooter,600,gilman drive,06/13/2023,20:07
scooter,350,warren lecture hall,06/14/2023,15:52
bicycle,360,regents road,06/15/2023,04:35
bicycle,-1,regents road,06/15/2023,03:07
bicycle,249,south scholars drive,06/16/2023,11:30
skateboard,680,lot p406,06/17/2023,02:15
skateboard,-1,ucsd medical center - hillcrest,06/18/2023,23:35
bicycle,303,voigt dr,06/21/2023,16:10
bicycle,300,pangea parking,06/21/2023,13:32
scooter,410,gymnasium,06/24/2023,18:04
bicycle,200,miramar street,06/25/2023,00:00
bicycle,213,target - price center,06/26/2023,18:01
scooter,420,center for neural circuits and behavior,06/28/2023,15:58
bicycle,2000,canyonview aquatic & climbing wall facility,06/30/2023,09:49
scooter,500,center hall,01/31/2023,21:30
bicycle,600,gilman dr,01/31/2023,08:00
bicycle,80,voigt dr,02/01/2023,20:30
bicycle,-1,charles david keeling apts 3,02/03/2023,01:40
scooter,720,pepper canyon hall,02/03/2023,11:25
scooter,-1,target,02/03/2023,17:15
scooter,500,showa ramen - ,02/03/2023,16:30
scooter,1000,gilman dr,02/04/2023,05:45
bicycle,700,gilman dr,02/03/2023,16:30
bicycle,1200,gilman dr,02/04/2023,13:12
scooter,520,charles david keeling apartments,02/04/2023,15:03
scooter,350,gilman dr,02/03/2023,22:10
scooter,450,tamarack apts,02/05/2023,19:22
bicycle,200,tenaya hall - ,02/05/2023,02:45
bicycle,450,tioga hall north,02/04/2023,20:00
bicycle,800,"keeling apt, 5th floor ",02/03/2023,02:55
bicycle,200,beagle hall - south ,02/07/2023,12:00
scooter,880,peterson hall,02/08/2023,14:10
scooter,400,catalyst parking structure - ,02/03/2023,15:00
scooter,800,york hall,02/11/2023,11:45
scooter,300,laurel extension,02/10/2023,23:45
bicycle,500,rita atkinson residences,02/10/2023,00:30
bicycle,200,mesa apartments south,02/13/2023,11:00
scooter,500,center hall,02/13/2023,17:40
scooter,1500,mandell weiss ln,02/13/2023,21:30
bicycle,120,mesa apartments,02/10/2023,09:43
bicycle,-1,argo hall,02/14/2023,11:20
scooter,530,gilman dr,02/14/2023,03:10
scooter,1200,gilman dr,02/15/2023,02:25
scooter,400,3811 miramar st,02/15/2023,07:35
scooter,1200,uc health,02/14/2023,22:15
scooter,1200,9155 mandell weiss,02/07/2023,19:35
scooter,1200,voigt dr / scripps memorial hospital,02/11/2023,16:48
scooter,1200,9505 s scholars dr,01/29/2023,18:58
scooter,1200,6 scholars dr n,02/14/2023,20:50
scooter,1200,10116 scholars dr n,02/11/2023,00:26
scooter,500,n scholars dr,02/09/2023,17:30
scooter,400,miramar st,01/07/2023,05:43
scooter,2000,health sciences dr,02/12/2023,07:07
scooter,600,visual arts facility,02/17/2023,11:30
scooter,500,pepper canyon hall,02/17/2023,11:55
bicycle,300,trolley - central campus station,02/17/2023,12:37
scooter,500,pepper canyon hall,02/17/2023,14:54
scooter,600,leichtag biomedical research,02/17/2023,12:30
scooter,600,central campus trolley,02/18/2023,13:00
scooter,2000,lyman ln,01/03/2023,16:56
scooter,1500,trolley - la jolla health,02/20/2023,20:46
scooter,400,the trove - price center ,02/20/2023,22:53
scooter,400,center for novel therapeutics,01/05/2023,16:04
scooter,1200,lot p508,01/08/2023,07:28
bicycle,400,equality ln,01/02/2023,09:47
bicycle,400,equality ln,12/31/2023,21:29
scooter,600,stewart hall,02/21/2023,21:15
bicycle,400,mesa nueva,12/31/2022,15:29
scooter,1200,scholars ln,01/13/2023,01:42
scooter,400,gilman parking structure,01/03/2023,08:02
scooter,1200,matthews ln,01/10/2023,15:33
scooter,1200,mandell weiss ln,01/19/2023,01:30
scooter,1200,eucalyptus grove ln,01/12/2023,09:47
bicycle,1500,eco flat  bldg 4,08/23/2022,17:45
scooter,529,galathea hall,02/23/2023,00:30
bicycle,1800,north point ln,02/08/2023,09:46
scooter,1200,9101 gilman dr,02/12/2023,22:50
scooter,1200,1 miramar st,02/19/2023,08:51
bicycle,1500,487 grand theft,02/16/2023,17:40
scooter,1200,4715 voigt dr,02/11/2023,10:53
bicycle,180,ucsd main gym,02/22/2023,13:09
bicycle,369,price center ,02/24/2023,00:35
bicycle,448,one miramar bldg 4,02/25/2023,09:00
scooter,700,yogurt world,02/25/2023,19:10
bicycle,2,structural and material engineering,02/26/2023,09:00
scooter,450,sixth market,02/28/2023,05:30
scooter,400,pepper canyon hall,02/28/2023,07:15
scooter,526,innovation lane,07/02/2023,00:30
bicycle,150,miramar street,07/01/2023,20:47
scooter,700,the trove - price center ,07/03/2023,16:29
bicycle,150,tapestry north side,07/01/2023,12:30
scooter,1000,innovation lane,07/06/2023,17:52
bicycle,-1,scholars drive,07/07/2023,06:08
bicycle,870,innovation lane,07/07/2023,09:20
bicycle,100,gilman dr,07/08/2023,14:00
bicycle,300,regents rd,06/25/2023,16:30
bicycle,1500,trolley - central campus station,07/11/2023,12:15
scooter,500,hopkins dr,07/13/2023,09:30
scooter,518,main gym,07/15/2023,13:30
scooter,849,gilman drive,07/17/2023,14:12
bicycle,250,nuevo ,07/17/2023,13:15
scooter,515,york hall,07/18/2023,14:52
bicycle,100,gilman drive,07/18/2023,16:30
bicycle,-1,center for neural circuits & behavior,07/19/2023,18:33
bicycle,950,franklin antonio hall,07/19/2023,08:30
skateboard,150,south mesa,07/19/2023,21:42
bicycle,1000,innovation lane,07/21/2023,14:30
bicycle,600,miramar street,07/22/2023,14:50
bicycle,593,la jolla del sol apartments,07/23/2023,06:00
bicycle,3750,muir college drive,07/23/2023,12:30
bicycle,600,tamarack apartments,07/22/2023,00:50
scooter,990,york hall,07/24/2023,16:30
bicycle,380,library walk,07/26/2023,16:05
bicycle,-1,redwood drive,07/27/2023,03:00
bicycle,450,regents rd,07/27/2023,11:02
bicycle,250,marshall uppers,07/19/2023,01:55
scooter,800,pepper canyon lodge,07/27/2023,04:00
bicycle,200,lebron drive,07/26/2023,07:25
bicycle,200,cmme,07/29/2023,03:40
bicycle,400,geisel library,07/31/2023,16:45
scooter,2000,lot p702,12/29/2022,17:20
scooter,1200,lot p702,02/14/2023,23:33
scooter,2000,conrad prebys music center,12/29/2022,17:20
scooter,1200,lot 702,02/14/2023,23:33
bicycle,50,gilman drive,04/03/2023,07:55
scooter,600,gilman drive/la jolla,04/03/2023,09:44
scooter,450,yogurt world,04/03/2023,19:37
scooter,1200,lot p702,02/14/2023,18:47
scooter,800,justice lane,04/02/2023,11:52
scooter,1200,voigt drive,03/09/2023,04:45
scooter,1200,voigt drive,03/16/2023,11:55
scooter,1200,voigt drive,03/09/2023,03:02
scooter,1200,gilman drive,01/10/2023,19:05
scooter,800,lot p702,03/23/2023,12:06
scooter,1200,gilman drive,01/17/2023,19:59
scooter,800,voigt drive,03/20/2023,12:45
scooter,800,san diego 92161,01/20/2023,00:22
scooter,800,peterson hall,04/03/2023,20:53
scooter,800,voigt drive,03/20/2023,10:28
scooter,1200,osler lane,01/14/2023,23:11
scooter,1200,gilman drive,01/26/2023,16:31
scooter,1800,meyers drive,01/19/2023,20:05
scooter,1200,gilman drive,01/22/2023,04:05
scooter,1800,gilman drive,01/24/2023,14:17
scooter,1200,engineering building unit 2,03/17/2023,16:23
scooter,1200,meyers drive,01/22/2023,04:28
scooter,1200,gilman drive,01/22/2023,03:05
scooter,800,gilman drive,03/26/2023,20:15
scooter,420,russell lane,04/05/2023,19:49
scooter,1800,gilman drive,02/27/2023,20:33
scooter,1200,la jolla village drive,01/19/2023,10:48
scooter,390,conrad prebys music center,04/05/2023,20:22
bicycle,646,rimac,04/06/2023,05:50
bicycle,400,bernice drive,04/09/2023,12:00
scooter,600,center hall,04/10/2023,17:20
bicycle,416,black hall - ,04/10/2023,12:07
scooter,600,center hall,04/10/2023,19:25
scooter,600,pepper canyon hall,04/11/2023,08:55
scooter,500,center hall,04/11/2023,16:20
scooter,600,cuzco house ,04/11/2023,03:15
scooter,350,ledden auditorium,04/12/2023,14:30
scooter,399,center hall,04/12/2023,16:25
bicycle,200,center lecture hall,04/11/2023,20:00
scooter,650,solis hall,04/13/2023,13:07
bicycle,100,ucsd central campus trolley,04/13/2023,05:00
scooter,1000,9500 gilman dr,04/14/2023,04:40
scooter,530,pangea parking structure,04/12/2023,02:30
bicycle,-1,hopkins dr,04/16/2023,07:50
bicycle,1000,seventh college ,04/16/2023,14:30
scooter,600,pangea parking,04/15/2023,15:30
scooter,750,warren lecture hall,04/15/2023,01:25
scooter,400,pepper canyon,04/18/2023,19:10
scooter,400,ucsd police department,04/19/2023,15:04
bicycle,-1,solis hall,04/19/2023,22:53
scooter,300,gilman dr,04/19/2023,20:42
scooter,800,bistro at the strand,04/20/2023,10:00
bicycle,200,rita atkinson residences,04/16/2023,00:57
scooter,900,pepper canyon apartments,04/19/2023,22:30
scooter,400,pepper canyon apartments,04/20/2023,00:30
skateboard,-1,rimac,04/20/2023,16:47
scooter,320,voigt dr,04/20/2023,21:22
bicycle,1300,geisel library,04/20/2023,21:30
bicycle,-1,seventh college ,04/21/2023,18:17
scooter,500,pepper canyon hall,04/22/2023,15:00
bicycle,-1,franklin antonio hall,04/22/2023,16:10
scooter,550,trolley - central campus station,04/22/2023,14:01
bicycle,100,via allicante,04/24/2023,12:21
bicycle,340,gilman drive,04/24/2023,14:22
scooter,800,center hall,04/25/2023,09:14
bicycle,800,canyon view pool,04/23/2023,15:37
scooter,600,gilman drive,04/26/2023,17:25
scooter,800,york hall,04/28/2023,16:30
scooter,700,trolley - central campus station,04/29/2023,20:20
bicycle,250,ucsd campus central station,01/05/2023,09:35
bicycle,300,la jolla del sol apartments,01/07/2023,18:55
bicycle,500,gilman dr,01/08/2023,04:25
bicycle,600,middle earth hall,12/23/2022,20:00
bicycle,785,miramar st,01/09/2023,09:10
bicycle,750,gilman dr,12/25/2022,04:10
bicycle,500,gilman dr,12/23/2022,01:00
bicycle,760,scholars dr north,12/25/2022,19:30
bicycle,309,asia hall,06/28/2022,08:30
bicycle,1399,sixth college,01/09/2023,23:00
scooter,-1,rimac,01/10/2023,20:26
scooter,800,library walk,01/12/2023,10:10
scooter,450,center hall,01/12/2023,14:12
scooter,800,center hall,01/12/2023,10:10
scooter,500,blacks beach gate,01/13/2023,22:15
scooter,400,trolley - central campus station,01/15/2023,14:45
scooter,800,canyon vista,01/15/2023,12:15
bicycle,40,main gymnasium,01/17/2023,10:00
bicycle,650,price center,01/18/2023,18:01
bicycle,400,price center,01/20/2023,13:15
scooter,800,ebu 2,01/23/2023,14:02
bicycle,399,tenaya hall - ,01/22/2023,01:52
scooter,799,geisel library,01/23/2023,23:00
scooter,1800,3991 health sciences dr,01/01/2023,05:28
bicycle,1500,elenore roosevelt college administration,01/25/2023,03:22
scooter,550,canyon view aquatic & climbing facility,01/25/2023,14:07
scooter,500,franklin antonio hall,01/26/2023,17:33
bicycle,1050,trolley - la jolla health station,01/27/2023,21:46
bicycle,200,erc,01/24/2023,01:30
scooter,308,trolley - central campus station,01/28/2023,09:30
bicycle,200,catalyst,01/25/2023,02:00
bicycle,400,seventh college,01/31/2023,03:00
scooter,600,rimac,01/30/2023,20:15
scooter,400,urey hall,01/31/2023,10:00
bicycle,1700,n scholars dr,01/29/2023,04:00
scooter,700,center hall,03/01/2023,12:25
scooter,1800,lot 702,01/18/2023,09:58
scooter,1800,lot 101,01/15/2023,16:27
scooter,1800,lot 003,01/13/2023,03:37
scooter,400,otterson hall,03/02/2023,10:30
bicycle,560,64 degrees - ,03/02/2023,18:40
scooter,600,central campus trolley,03/03/2023,21:45
bicycle,-1,innovation ln,03/04/2023,07:02
scooter,300,price center south expansion,03/06/2023,04:40
scooter,350,black apartments,03/06/2023,03:00
bicycle,1800,gilman dr,01/13/2023,23:00
scooter,1200,russell ln,03/01/2023,20:58
scooter,1200,gilman dr,02/28/2023,21:01
scooter,1200,gilman dr,02/24/2023,08:37
scooter,1200,lot p702,02/19/2023,16:21
scooter,1200,voigt dr,02/22/2023,14:29
scooter,1200,gilman dr,02/26/2023,07:31
scooter,1200,scholars dr n,02/26/2023,10:32
scooter,1200,lyman ln,03/06/2023,14:47
scooter,800,gilman dr / front of yogurt world,03/07/2023,19:41
bicycle,300,gilman dr,02/24/2023,13:00
scooter,320,center hall,03/11/2023,22:59
scooter,850,innovation lane,03/12/2023,17:52
scooter,1200,russel ln,01/25/2023,06:49
scooter,1200,biomedical sciences way,01/14/2023,06:23
scooter,1200,mandell weiss,01/13/2023,23:01
scooter,1200,innovation lane,03/06/2023,14:47
scooter,1200,scholars ln,01/13/2023,18:46
scooter,1200,eucalyptus grove ln,01/13/2023,22:29
scooter,1200,scholars ln,01/14/2023,01:57
scooter,300,warren lecture hall,03/17/2023,17:29
scooter,525,geisel library,03/18/2023,18:30
bicycle,80,peterson hall,03/18/2023,23:06
scooter,1200,scholars dr north,01/15/2023,06:44
scooter,600,otterson hall,03/20/2023,15:45
scooter,1200,meyers dr,03/18/2023,02:51
scooter,800,mandell weiss ln,03/19/2023,07:11
scooter,800,meyers dr,03/16/2023,20:07
scooter,800,voigt dr,03/21/2023,18:49
scooter,1200,rupertus ln,03/17/2023,14:53
scooter,1200,innovation ln,03/15/2023,11:48
scooter,1200,mandell weiss ln,03/08/2023,02:07
scooter,1200,lot p702,03/16/2023,11:55
scooter,1200,mandell weiss ln,03/09/2023,00:02
scooter,1200,muir ln,03/12/2023,14:24
scooter,1200,voigt dr,03/12/2023,12:12
scooter,1200,voigt dr,03/16/2023,00:43
scooter,1800,la jolla village dr,03/16/2023,08:22
scooter,1800,miramar st,03/20/2023,12:56
bicycle,1800,matthews ln,03/18/2023,11:05
bicycle,1800,health sciences drive,03/24/2023,22:19
bicycle,800,health sciences drive,03/23/2023,14:34
scooter,740,target pc-south,03/29/2023,20:25
bicycle,400,scholars lane,03/30/2023,09:44
scooter,850,warren lecture hall,05/01/2023,10:25
scooter,532,tec café,04/19/2023,15:00
bicycle,800,lot 703,05/02/2023,00:45
bicycle,300,seventh college ,04/21/2023,15:30
bicycle,250,elenore roosevelt res life,05/04/2023,12:20
scooter,550,trolley - central campus station,05/06/2023,18:00
bicycle,400,scholars dr south,05/07/2023,11:11
scooter,245,geisel library,05/07/2023,18:05
bicycle,2500,biomedical sciences - ,05/08/2023,09:30
bicycle,900,ucsd police department,05/09/2023,10:01
bicycle,300,ucsd police department,05/11/2023,10:58
bicycle,299,center hall,05/10/2023,14:15
scooter,600,rimac,05/12/2023,08:54
scooter,-1,trolley - central campus,05/12/2023,15:22
bicycle,250,jacobs hall,05/12/2023,19:53
bicycle,200,1 miramar st,05/14/2023,09:00
scooter,450,tioga hall,05/16/2023,02:30
scooter,1800,tapestry,05/16/2023,03:30
bicycle,300,met building,05/11/2023,22:40
scooter,630,russell ln,05/16/2023,10:10
scooter,300,ucsd central campus station,05/16/2023,06:15
scooter,670,ebu ii building,05/16/2023,14:12
bicycle,800,gilman drive,05/17/2023,04:00
bicycle,-1,engineering building,05/17/2023,12:38
scooter,600,gilman dr,05/18/2023,01:57
bicycle,500,structural and materials engineering building,05/17/2023,19:30
scooter,500,muir ln,05/17/2023,15:00
scooter,350,warren lecture hall,05/18/2023,17:30
bicycle,50,voigt drive,05/20/2023,16:00
bicycle,767,la jolla del sol apartments,05/20/2023,19:51
bicycle,350,scholars dr s,05/17/2023,21:45
scooter,450,peterson ramp,05/21/2023,21:57
scooter,600,international facility,05/23/2023,13:05
scooter,800,muir ln,05/17/2023,22:29
scooter,350,pepper canyon hall,05/24/2023,14:25
bicycle,300,telemedicine  rack,05/25/2023,12:53
bicycle,350,seventh college ,05/25/2023,18:29
bicycle,-1,the bistro,05/25/2023,18:36
bicycle,348,regents rd,05/27/2023,02:00
scooter,-1,trolley - central campus station,05/27/2023,21:18
bicycle,250,center hall ,05/28/2023,20:15
bicycle,400,rita atkinson,05/28/2023,16:00
bicycle,100,tapestry,05/28/2023,23:30
scooter,699,peterson hall,05/30/2023,14:35
scooter,826,sme building,05/30/2023,16:53
bicycle,650,peterson hall,05/31/2023,00:57
bicycle,120,innovation lane,05/16/2023,12:00
scooter,300,regent road,05/31/2023,08:25
bicycle,300,la jolla del sol,07/07/2021,12:21
bicycle,550,one miramar street,07/12/2021,19:30
scooter,500,discovery hall,07/14/2021,21:30
bicycle,2320,ntpll - kaleidoscope,07/13/2021,06:45
bicycle,-1,stein clinical research bldg,07/21/2021,11:14
bicycle,300,south mesa apts,07/22/2021,07:35
bicycle,700,biomedical research facility,07/22/2021,21:35
bicycle,289,mesa nueva - arena,07/25/2021,00:36
bicycle,800,la jolla del sol,07/26/2021,09:26
bicycle,600,structural and material engineering building,07/28/2021,17:30
bicycle,-1,ucsd police department,06/04/2021,14:24
bicycle,425,camp snoopy,06/04/2021,12:00
bicycle,1000,warren college - black hall,06/07/2021,21:20
bicycle,840,nuevo  - brisa,06/06/2021,04:00
bicycle,500,3869 miramar st,06/07/2021,23:20
bicycle,1260,ucsd medical facility - hillcrest,06/25/2021,15:15
bicycle,300,lot 510,06/27/2021,18:00
bicycle,1000,3739 miramar st,12/01/2021,16:05
bicycle,30,stein /  va hospital entrance,11/02/2021,17:41
bicycle,800,geisel library ,11/30/2021,11:30
bicycle,500,ebu2,12/01/2021,22:15
bicycle,399,center hall,12/01/2021,16:50
bicycle,120,brennan hall  cage,12/02/2021,03:30
bicycle,-1,rita atkinson hall,12/02/2021,12:00
bicycle,500,rita atkinson hall ,12/02/2021,10:00
bicycle,600,rita atkinson,12/02/2021,04:30
bicycle,500,warren brennan hall,11/29/2021,08:15
bicycle,200,9450 gilman dr,12/03/2021,08:25
scooter,500,douglas hall,12/03/2021,06:07
scooter,300,central campus trolley station,12/03/2021,16:07
bicycle,750,building 2  cage,12/04/2021,01:45
scooter,600,central campus trolley station,12/04/2021,13:17
scooter,600,central campus trolley station,12/04/2021,14:30
bicycle,100,nuevo ,12/05/2021,02:42
bicycle,900,3487 sixth college ln - ,12/05/2021,21:36
scooter,350,scholars dr north,12/05/2021,19:12
bicycle,450,medical teaching facility,11/23/2021,14:20
bicycle,220,goldberg hall  locker,12/05/2021,10:27
bicycle,700,ucsd police department,12/05/2021,08:15
bicycle,100,geisel,12/02/2021,23:07
scooter,400,seventh college ,12/07/2021,03:05
bicycle,100,ucsd police department,12/07/2021,03:50
bicycle,500,muir college,12/07/2021,08:45
bicycle,200,1 miramar st,12/07/2021,14:35
bicycle,700,engineering building,12/06/2021,02:00
bicycle,950,asia hall,12/08/2021,00:27
bicycle,259,miramar st,06/07/2021,16:55
bicycle,200,matthews ln,12/09/2021,09:45
bicycle,900,warren lecture hall,12/09/2021,09:45
scooter,800,rimac,12/09/2021,19:45
bicycle,923,rimac,12/05/2021,12:00
bicycle,765,seventh college  #1,12/10/2021,03:45
scooter,948,tenaya hall residence,12/10/2021,20:15
bicycle,-1,tapestry,12/12/2021,21:00
bicycle,400,ebu 1 south bicycle rack,12/12/2021,13:30
bicycle,400,nuevo  - tierra,12/12/2021,01:00
bicycle,120,structural and materials engineering bldg,12/08/2021,13:30
bicycle,650,foodworx ,12/15/2021,15:20
bicycle,1150,rimac,12/15/2021,16:57
bicycle,459,mesa nueva - cala,12/16/2021,01:52
bicycle,100,1 miramar south,12/15/2021,14:45
bicycle,200,central mesa apts,12/15/2021,10:17
bicycle,415,scholars dr north,11/30/2021,16:00
bicycle,125,central mesa apts,12/15/2021,03:25
bicycle,340,structural & material engineering bldg,12/16/2021,13:00
bicycle,500,artesa,12/12/2021,03:30
bicycle,299,keeling apartments,12/14/2021,00:00
bicycle,-1,seventh college  #2,12/18/2021,22:35
bicycle,-1,seventh college  #2,12/19/2021,00:07
bicycle,500,one miramar street bldg 2,12/18/2021,00:00
bicycle,349,nuevo  - capa,12/21/2021,12:45
bicycle,500,one miramar st,12/18/2021,09:30
bicycle,-1,one miramar st,12/22/2021,21:25
bicycle,850,regents rd,12/18/2021,06:30
bicycle,650,rimac -  ,12/29/2021,00:00
bicycle,322,tioga hall,12/20/2021,17:30
bicycle,600,tioga hall,03/02/2021,02:22
bicycle,300,stewart hall,01/24/2021,12:10
bicycle,440,3869 miramar street,03/05/2022,02:35
bicycle,500,main gym,03/05/2022,19:52
bicycle,200,atlantis hall,03/07/2021,20:30
bicycle,800,africa hall - ellie's garden,03/12/2021,22:53
bicycle,150,central mesa apts,03/16/2021,09:10
bicycle,500,la jolla del sol apts,03/18/2021,09:00
bicycle,100,the village  - ,03/11/2021,05:50
bicycle,300,9242 central mesa apts,03/25/2021,23:39
bicycle,150,mesa nueva - cala,03/26/2021,12:30
bicycle,-1,seventh college  #1,03/29/2021,12:34
bicycle,600,mesa nueva - marea,03/28/2021,07:37
bicycle,500,nuevo  - viento,04/06/2021,13:00
bicycle,-1,central mesa apts,04/13/2021,10:09
bicycle,200,1 miramar parking structure,04/13/2021,05:15
bicycle,250,one miramar st bldg 1,04/13/2021,09:07
bicycle,950,coast apts,04/15/2021,05:15
bicycle,460,tuolumne apartments,04/09/2021,19:57
bicycle,500,tapestry bldg ,04/26/2021,05:27
bicycle,592,warren lecture hall,04/30/2021,14:30
bicycle,98,tioga hall,12/13/2020,01:47
bicycle,75,mesa nueva - cresta,01/06/2021,10:25
bicycle,300,matthews apartments,01/10/2021,04:30
bicycle,450,discovery wy,01/16/2021,02:31
bicycle,230,la jolla del sol apartments,01/17/2021,17:00
bicycle,330,north torrey pines,01/17/2021,13:30
scooter,300,thurgood marshall res hall,01/29/2021,15:05
bicycle,150,rimac,01/29/2021,16:45
bicycle,2000,ridgewalk academic building,10/01/2021,10:05
bicycle,600,roosevelt college,10/01/2021,04:32
bicycle,-1,peterson hall,10/01/2021,10:30
bicycle,250,3393 lebon dr,10/02/2021,03:00
bicycle,550,seventh college  - building 4 - parking lot,10/03/2021,01:35
bicycle,200,meyers & gilman dr - bus stop,09/28/2021,01:37
bicycle,900,la jolla del sol apartments,09/20/2021,03:30
bicycle,700,pepper canyon south - parking lot,09/28/2021,05:25
bicycle,650,keeling apartments,10/02/2021,01:27
bicycle,300,gilman dr,10/04/2021,15:07
bicycle,760,seventh college bldg 7,10/08/2021,04:02
bicycle,-1,seventh college,10/09/2021,08:10
bicycle,430,york hall,10/08/2021,04:15
bicycle,850,erc,10/08/2021,17:45
bicycle,700,gilman dr,10/14/2021,17:00
bicycle,800,1 miramar street,10/18/2021,09:00
